20.0,colin (つߴ_ߴ)つ
0.50,colin (u ߴ_ߴ)u 
0.50,colin (つߴ_ߴ)つ
20.0,colin (u ߴ_ߴ)u 
0.50,colin (つߴ_ߴ)つ
0.50,colin (u ߴ_ߴ)u 
